Matando-Cabos	Televisa Cine	Action
Appurushido	Geneon Entertainment	Action
D-E-B-S	Samuel Goldwyn Films	Action
Sky-Blue	Maxmedia/Endgame	Action
Warrior-The	Miramax	Action
Undead	Lionsgate	Action
Streets-of-Legend	Lionsgate	Action
X-Men-The-Last-Stand	20th Century Fox	Action
Casino-Royale-(2006)	Sony Pictures	Action
Mission-Impossible-III	Paramount Pictures	Action
V-for-Vendetta	Warner Bros.	Action
Miami-Vice-(2006)	Universal	Action
Fast-and-the-Furious-Tokyo-Drift-The	Universal	Action
Underworld-Evolution	Sony Pictures	Action
Guardian-The-(2006)	Walt Disney	Action
Apocalypto	Walt Disney	Action
16-Blocks	Warner Bros.	Action
Blood-Diamond	Warner Bros.	Action
Crank	Lionsgate	Action
Marine-The	20th Century Fox	Action
Ultraviolet	Sony Pictures	Action
Tom-yum-goong	Weinstein Co.	Action
Running-Scared-(2006)	New Line	Action
Dhoom-2	Yash Raj Films	Action
BloodRayne	Romar	Action
Don	UTV Communications	Action
Man-cheng-jin-dai-huang-jin-jia	Sony Pictures Cla…	Action
Nochnoy-dozor	Fox Searchlight	Action
Krrish	AdLab Films	Action
Banlieue-13	Magnolia Pictures	Action
Aeon-Flux	Paramount Pictures	Action
Wu-ji	Warner Independent	Action
Alex-Rider-Operation-Stormbreaker	Weinstein Co.	Action
Taepung	Paramount Vantage	Action
Renaissance	Miramax	Action
Beowulf-and-Grendel	Truly Indie	Action
Azumi	Vitagraph Films	Action
Grip-A-Criminals-Story	JeTi Films	Action
In-Her-Line-of-Fire	Regent Releasing	Action
Transformers	Paramount Pictures	Action
300-(2007)	Warner Bros.	Action
Rush-Hour-3	New Line	Action
Live-Free-or-Die-Hard	20th Century Fox	Action
Fantastic-Four-Rise-of-the-Silver-Surfer	20th Century Fox	Action
Ghost-Rider	Sony Pictures	Action
Teenage-Mutant-Ninja-Turtles-(2007)	Warner Bros.	Action
Kingdom-The	Universal	Action
No-Country-for-Old-Men	Miramax	Action
Hitman	20th Century Fox	Action
Aliens-vs-Predator-Requiem	20th Century Fox	Action
We-Own-the-Night	Sony Pictures	Action
War	Lionsgate	Action
Blood-Diamond	Warner Bros.	Action
Next-(2007)	Paramount Pictures	Action
Casino-Royale-(2006)	Sony Pictures	Action
Shoot-Em-Up	New Line	Action
Dragon-Wars-D-War	Freestyle Releasing	Action
Pathfinder	20th Century Fox	Action
Death-Sentence	20th Century Fox	Action
Apocalypto	Walt Disney	Action
Condemned-The	Lionsgate	Action
Redline	Chicago Releasing	Action
Last-Legion-The	Weinstein/Dimension	Action
Aqua-Teen-Hunger-Force-The-Movie	First Look	Action
