Escanaba-in-Da-Moonlight	Purple Rose Films	Comedy
Dish-The	Warner Bros.	Comedy
Gosford-Park	USA Films	Comedy
Novocaine	Artisan	Comedy
Best-in-Show	Warner Bros.	Comedy
Greenfingers	IDP Distribution	Comedy
Nuit-de-Noces	Seville	Comedy
Debut-The-(2001)	Menemsha Entertai…	Comedy
Together	IFC Films	Comedy
Les-Boys-3	Lionsgate	Comedy
Blow-Dry	Miramax	Comedy
Little-Nicky-(2000)	New Line	Comedy
Almost-Famous	Dreamworks SKG	Comedy
Hard-Days-Night-A	Universal	Comedy
Bedazzled	20th Century Fox	Comedy
Drole-de-Felix	WinStar Cinema	Comedy
Me-You-Them		Comedy
Wet-Hot-American-Summer		Comedy
High-Heels-and-Low-Lifes	Walt Disney	Comedy
Catfish-in-Black-Bean-Sauce	Phaedra Cinema	Comedy
Funny-Girl-(1968)	Columbia	Comedy
Fast-Food-Fast-Women		Comedy
About-Adam	Miramax	Comedy
Buche-La	Empire Pictures	Comedy
Company-Man		Comedy
Sordid-Lives	Regent Releasing	Comedy
Lisa-Picard-is-Famous		Comedy
101-ReykjavA-k		Comedy
Wonder-Boys	Paramount Pictures	Comedy
Hit-and-Runway		Comedy
Cienaga-La		Comedy
Beautiful-Creatures	Focus Features	Comedy
Broken-Hearts-Club-A-Romantic-Comedy-The	Sony Pictures Cla…	Comedy
Nationale-7		Comedy
Everlasting-Piece-An	Dreamworks SKG	Comedy
Born-Romantic	MGM	Comedy
Amy-(2001)		Comedy
Blue-Moon	Castle Hill Produ…	Comedy
Psycho-Beach-Party		Comedy
Rat-(2000)		Comedy
R2PC-Road-to-Park-City		Comedy
Geboren-in-Absurdistan		Comedy
Luminarias		Comedy
Aie		Comedy
Austin-Powers-in-Goldmember	New Line	Comedy
Mr-Deeds	Sony Pictures	Comedy
Sweet-Home-Alabama	Walt Disney	Comedy
Barbershop	MGM	Comedy
Divine-Secrets-of-the-Ya-Ya-Sisterhood-The	Warner Bros.	Comedy
Drumline	20th Century Fox	Comedy
Orange-County	Paramount Pictures	Comedy
Gosford-Park	USA Films	Comedy
Undercover-Brother	Universal	Comedy
Showtime	Warner Bros.	Comedy
Friday-After-Next	New Line	Comedy
Analyze-That	Warner Bros.	Comedy
Banger-Sisters-The	20th Century Fox	Comedy
Hot-Chick-The	Walt Disney	Comedy
New-Guy-The	Sony Pictures	Comedy
All-About-the-Benjamins-(2002)	New Line	Comedy
National-Lampoons-Van-Wilder	Artisan	Comedy
Super-Troopers	Fox Searchlight	Comedy
Punch-Drunk-Love	Sony Pictures	Comedy
Eight-Legged-Freaks	Warner Bros.	Comedy
Kung-Pow-Enter-the-Fist	20th Century Fox	Comedy
Stealing-Harvard	Sony Pictures	Comedy
Monsoon-Wedding	USA Films	Comedy
Juwanna-Man	Warner Bros.	Comedy
Sorority-Boys	Walt Disney	Comedy
Simone	New Line	Comedy
Importance-of-Being-Earnest-The	Miramax	Comedy
Big-Trouble	Walt Disney	Comedy
How-High	Universal	Comedy
Adaptation	Sony Pictures	Comedy
Real-Women-Have-Curves	Newmarket Films	Comedy
Slackers	Sony Pictures	Comedy
Igby-Goes-Down	MGM	Comedy
Italian-for-Beginners	Miramax	Comedy
Adventures-of-Pluto-Nash-The	Warner Bros.	Comedy
Men-with-Brooms	Artisan	Comedy
Mostly-Martha-(Drei-Sterne)	Paramount Vantage	Comedy
Joe-Somebody	20th Century Fox	Comedy
Tadpole	Miramax	Comedy
Not-Another-Teen-Movie	Sony Pictures	Comedy
Full-Frontal	Miramax	Comedy
Man-from-Elysian-Fields-The	Samuel Goldwyn Films	Comedy
Singles-Ward-The	Halestorm Enterta…	Comedy
My-Wife-is-an-Actress-(Ma-Femme-est-une-Actrice)	Sony Pictures Cla…	Comedy
Sordid-Lives	Regent Releasing	Comedy
Human-Nature	Fine Line	Comedy
Debut-The-(2001)	Menemsha Entertai…	Comedy
Son-of-the-Bride	Sony Pictures Cla…	Comedy
Charly	Excel Entertainment	Comedy
Welcome-to-Collinwood	Warner Bros.	Comedy
Elling		Comedy
Pumpkin	MGM	Comedy
Chateau-The	IFC Films	Comedy
Out-Cold	Walt Disney	Comedy
Corky-Romano	Walt Disney	Comedy
Monty-Python-and-the-Holy-Grail-(1975)		Comedy
Cherish	Fine Line	Comedy
Bartleby	Outrider Pictures	Comedy
American-Chai	Magic Lamp	Comedy
Producers-The-(1968)		Comedy
Bandits-(2001)	MGM	Comedy
Pane-e-tulipani	First Look	Comedy
Ghost-World	MGM	Comedy
Spooky-House		Comedy
God-is-Great-I-m-Not		Comedy
Manna-From-Heaven	Five Sisters Prod…	Comedy
Wash-The	Lionsgate	Comedy
Sidewalks-of-New-York	Paramount Vantage	Comedy
